"","case","year","month","date","time","location","age","race","gender","type","history","history_num","bond","detention","trial","trial_status","result"
"6085",6085,2021,11,2021-11-21,"After","Harris County",35,"Latinx","Male","B",1,8,0,1,FALSE,"n/a","Dismissed"
"6086",6086,2019,11,2019-11-15,"Before","Other Place",28,"Black","Male","B",1,3,1500,44,TRUE,"Detained","Convicted"
"6087",6087,2019,6,2019-06-05,"Before","Harris County",35,"Latinx","Female","B",0,1,500,67,FALSE,"n/a","Guilty Plea"
"6088",6088,2017,10,2017-10-24,"Before","Harris County",29,"Black","Male","A",0,1,1000,19,FALSE,"n/a","Guilty Plea"
"6089",6089,2019,6,2019-06-30,"Before","Harris County",34,"Black","Male","B",1,15,5000,7,FALSE,"n/a","Guilty Plea"
"6090",6090,2020,12,2020-12-20,"After","Other Place",29,"Other","Male","B",1,2,1000,2,FALSE,"n/a","Guilty Plea"
"6091",6091,2022,1,2022-01-01,"After","Harris County",44,"Other","Male","A",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6092",6092,2022,11,2022-11-30,"After","Other Place",26,"Black","Female","B",0,1,500,60,FALSE,"n/a","Dismissed"
"6093",6093,2018,2,2018-02-18,"Before","Harris County",20,"Other","Female","A",1,12,5000,19,FALSE,"n/a","Dismissed"
"6094",6094,2019,10,2019-10-19,"Before","Other Place",26,"White","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"6095",6095,2018,6,2018-06-29,"Before","Other Place",25,"White","Male","A",0,1,1000,83,FALSE,"n/a","Guilty Plea"
"6096",6096,2022,12,2022-12-28,"After","Other Place",34,"White","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"6097",6097,2022,5,2022-05-26,"After","Other Place",43,"White","Female","A",1,3,3000,1,FALSE,"n/a","Dismissed"
"6098",6098,2021,6,2021-06-21,"After","Other Place",41,"Black","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6099",6099,2017,4,2017-04-23,"Before","Harris County",30,"White","Male","B",0,1,500,97,FALSE,"n/a","Guilty Plea"
"6100",6100,2022,11,2022-11-21,"After","Other Place",19,"Black","Male","B",1,11,5000,151,FALSE,"n/a","Guilty Plea"
"6101",6101,2022,9,2022-09-03,"After","Other Place",35,"White","Male","B",1,2,1000,40,FALSE,"n/a","Dismissed"
"6102",6102,2021,11,2021-11-25,"After","Harris County",32,"Black","Male","Violent",1,4,0,1,FALSE,"n/a","Guilty Plea"
"6103",6103,2021,12,2021-12-04,"After","Other Place",25,"Black","Male","B",1,21,5000,94,FALSE,"n/a","Guilty Plea"
"6104",6104,2020,3,2020-03-27,"After","Harris County",26,"Black","Male","B",1,3,0,1,TRUE,"Released","Acquitted"
"6105",6105,2019,12,2019-12-29,"Before","Harris County",43,"White","Male","A",1,3,3000,55,FALSE,"n/a","Dismissed"
"6106",6106,2017,8,2017-08-06,"Before","Harris County",31,"White","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6107",6107,2018,8,2018-08-17,"Before","Harris County",25,"White","Male","B",1,7,3500,73,FALSE,"n/a","Guilty Plea"
"6108",6108,2018,1,2018-01-02,"Before","Harris County",29,"Black","Female","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6109",6109,2020,10,2020-10-21,"After","Other Place",28,"Latinx","Male","B",1,8,4000,39,FALSE,"n/a","Guilty Plea"
"6110",6110,2021,12,2021-12-16,"After","Other Place",25,"Latinx","Male","Violent",0,1,1500,13,FALSE,"n/a","Dismissed"
"6111",6111,2022,12,2022-12-13,"After","Other Place",49,"Black","Male","B",1,14,5000,1,FALSE,"n/a","Dismissed"
"6112",6112,2018,3,2018-03-19,"Before","Other Place",30,"White","Male","A",0,1,1000,1,FALSE,"n/a","Dismissed"
"6113",6113,2020,1,2020-01-24,"After","Harris County",20,"Black","Male","A",1,20,0,1,TRUE,"Released","Acquitted"
"6114",6114,2022,11,2022-11-06,"After","Harris County",44,"Black","Male","A",1,6,0,1,TRUE,"Released","Convicted"
"6115",6115,2018,7,2018-07-15,"Before","Other Place",41,"Latinx","Male","Violent",1,3,4500,1,FALSE,"n/a","Dismissed"
"6116",6116,2018,9,2018-09-15,"Before","Other Place",25,"Black","Male","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"6117",6117,2021,1,2021-01-11,"After","Harris County",34,"White","Male","B",1,10,0,1,FALSE,"n/a","Dismissed"
"6118",6118,2018,6,2018-06-24,"Before","Harris County",39,"White","Male","B",0,1,500,44,FALSE,"n/a","Guilty Plea"
"6119",6119,2019,11,2019-11-17,"Before","Harris County",38,"Black","Male","B",1,8,4000,60,FALSE,"n/a","Guilty Plea"
"6120",6120,2021,6,2021-06-04,"After","Harris County",44,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6121",6121,2017,9,2017-09-15,"Before","Other Place",31,"Latinx","Male","B",1,14,5000,68,TRUE,"Released","Acquitted"
"6122",6122,2022,11,2022-11-24,"After","Other Place",35,"White","Male","Violent",1,13,10000,8,TRUE,"Released","Acquitted"
"6123",6123,2021,8,2021-08-22,"After","Harris County",30,"White","Male","A",1,4,0,1,FALSE,"n/a","Dismissed"
"6124",6124,2021,2,2021-02-27,"After","Other Place",37,"White","Male","B",1,6,3000,8,FALSE,"n/a","Guilty Plea"
"6125",6125,2021,9,2021-09-25,"After","Harris County",25,"Latinx","Male","A",1,12,0,1,FALSE,"n/a","Guilty Plea"
"6126",6126,2021,6,2021-06-24,"After","Harris County",28,"Black","Male","B",1,7,0,1,FALSE,"n/a","Guilty Plea"
"6127",6127,2019,5,2019-05-05,"Before","Harris County",28,"Other","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"6128",6128,2017,10,2017-10-29,"Before","Harris County",20,"White","Male","B",1,16,5000,21,TRUE,"Released","Acquitted"
"6129",6129,2022,6,2022-06-01,"After","Other Place",30,"Black","Male","A",1,2,2000,18,FALSE,"n/a","Dismissed"
"6130",6130,2017,6,2017-06-28,"Before","Harris County",21,"Black","Male","B",1,11,5000,3,FALSE,"n/a","Dismissed"
"6131",6131,2022,10,2022-10-21,"After","Other Place",45,"White","Male","B",1,12,5000,1,FALSE,"n/a","Dismissed"
"6132",6132,2019,12,2019-12-28,"Before","Other Place",29,"White","Male","B",1,6,3000,2,FALSE,"n/a","Guilty Plea"
"6133",6133,2022,9,2022-09-14,"After","Harris County",25,"Black","Female","B",1,7,0,1,TRUE,"Released","Acquitted"
"6134",6134,2019,1,2019-01-28,"Before","Other Place",39,"White","Male","B",1,15,5000,32,FALSE,"n/a","Guilty Plea"
"6135",6135,2020,7,2020-07-10,"After","Harris County",43,"Black","Male","Violent",1,13,0,1,FALSE,"n/a","Dismissed"
"6136",6136,2021,3,2021-03-09,"After","Harris County",24,"Black","Female","B",1,7,0,1,FALSE,"n/a","Dismissed"
"6137",6137,2020,7,2020-07-13,"After","Other Place",25,"Black","Female","A",1,2,2000,13,FALSE,"n/a","Guilty Plea"
"6138",6138,2019,6,2019-06-29,"Before","Harris County",33,"White","Male","B",1,6,3000,1,FALSE,"n/a","Guilty Plea"
"6139",6139,2017,5,2017-05-01,"Before","Harris County",31,"Black","Male","B",1,7,3500,3,FALSE,"n/a","Guilty Plea"
"6140",6140,2019,4,2019-04-09,"Before","Other Place",20,"White","Male","B",1,5,2500,3,FALSE,"n/a","Guilty Plea"
"6141",6141,2018,10,2018-10-17,"Before","Other Place",42,"Black","Male","B",0,1,500,15,FALSE,"n/a","Guilty Plea"
"6142",6142,2019,9,2019-09-07,"Before","Harris County",31,"Black","Male","B",1,5,2500,4,FALSE,"n/a","Dismissed"
"6143",6143,2020,12,2020-12-12,"After","Other Place",44,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"6144",6144,2021,8,2021-08-29,"After","Harris County",31,"White","Female","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6145",6145,2017,7,2017-07-04,"Before","Other Place",37,"Latinx","Male","Violent",1,6,9000,28,FALSE,"n/a","Guilty Plea"
"6146",6146,2020,1,2020-01-18,"After","Harris County",34,"Latinx","Male","B",1,4,0,1,FALSE,"n/a","Guilty Plea"
"6147",6147,2020,5,2020-05-27,"After","Harris County",41,"Black","Male","B",1,2,0,1,TRUE,"Released","Acquitted"
"6148",6148,2017,11,2017-11-02,"Before","Harris County",28,"Black","Male","A",0,1,1000,7,FALSE,"n/a","Guilty Plea"
"6149",6149,2021,8,2021-08-15,"After","Harris County",22,"Black","Male","Violent",1,6,0,1,FALSE,"n/a","Guilty Plea"
"6150",6150,2017,8,2017-08-15,"Before","Harris County",32,"Latinx","Male","A",1,3,3000,10,FALSE,"n/a","Guilty Plea"
"6151",6151,2017,4,2017-04-28,"Before","Other Place",27,"Black","Male","Violent",1,3,4500,1,FALSE,"n/a","Guilty Plea"
"6152",6152,2021,9,2021-09-07,"After","Harris County",37,"Black","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"6153",6153,2022,3,2022-03-16,"After","Other Place",21,"Black","Male","Violent",1,9,10000,25,FALSE,"n/a","Dismissed"
"6154",6154,2020,11,2020-11-10,"After","Harris County",47,"Black","Male","Violent",1,11,0,1,FALSE,"n/a","Dismissed"
"6155",6155,2018,8,2018-08-14,"Before","Other Place",33,"White","Male","B",1,4,2000,24,FALSE,"n/a","Guilty Plea"
"6156",6156,2020,4,2020-04-30,"After","Other Place",49,"White","Male","Violent",1,3,4500,1,FALSE,"n/a","Guilty Plea"
"6157",6157,2020,9,2020-09-24,"After","Other Place",36,"Black","Male","B",1,6,3000,1,FALSE,"n/a","Dismissed"
"6158",6158,2020,12,2020-12-08,"After","Harris County",34,"Black","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"6159",6159,2022,3,2022-03-01,"After","Harris County",27,"Black","Male","A",1,12,0,1,TRUE,"Released","Acquitted"
"6160",6160,2022,6,2022-06-28,"After","Harris County",27,"White","Male","B",1,2,0,1,FALSE,"n/a","Dismissed"
"6161",6161,2021,5,2021-05-17,"After","Harris County",29,"Black","Male","Violent",1,10,0,1,FALSE,"n/a","Guilty Plea"
"6162",6162,2022,2,2022-02-26,"After","Harris County",33,"Black","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"6163",6163,2021,4,2021-04-21,"After","Other Place",25,"White","Female","A",1,6,5000,11,TRUE,"Released","Acquitted"
"6164",6164,2018,4,2018-04-28,"Before","Harris County",25,"White","Male","Violent",1,4,6000,24,FALSE,"n/a","Dismissed"
"6165",6165,2021,10,2021-10-26,"After","Other Place",23,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"6166",6166,2017,8,2017-08-23,"Before","Other Place",19,"Other","Male","B",0,1,500,38,FALSE,"n/a","Guilty Plea"
"6167",6167,2018,3,2018-03-15,"Before","Other Place",31,"Black","Male","B",1,3,1500,19,FALSE,"n/a","Guilty Plea"
"6168",6168,2020,6,2020-06-18,"After","Other Place",23,"White","Male","A",1,3,3000,2,FALSE,"n/a","Guilty Plea"
"6169",6169,2019,6,2019-06-16,"Before","Other Place",34,"White","Male","B",1,8,4000,1,FALSE,"n/a","Dismissed"
"6170",6170,2019,7,2019-07-06,"Before","Harris County",39,"Black","Male","B",1,2,1000,11,FALSE,"n/a","Guilty Plea"
"6171",6171,2021,4,2021-04-14,"After","Harris County",27,"White","Female","B",1,4,0,1,FALSE,"n/a","Guilty Plea"
"6172",6172,2019,1,2019-01-20,"Before","Harris County",36,"Latinx","Male","B",1,14,5000,7,FALSE,"n/a","Guilty Plea"
"6173",6173,2017,11,2017-11-18,"Before","Other Place",44,"Black","Male","Violent",1,2,3000,3,FALSE,"n/a","Guilty Plea"
"6174",6174,2019,8,2019-08-16,"Before","Harris County",29,"Black","Male","A",0,1,1000,70,FALSE,"n/a","Guilty Plea"
"6175",6175,2021,3,2021-03-15,"After","Other Place",27,"White","Male","Violent",1,7,10000,1,FALSE,"n/a","Guilty Plea"
"6176",6176,2020,6,2020-06-14,"After","Harris County",42,"White","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"6177",6177,2020,12,2020-12-07,"After","Other Place",27,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"6178",6178,2022,10,2022-10-22,"After","Other Place",24,"Black","Male","Violent",1,12,10000,1,FALSE,"n/a","Guilty Plea"
"6179",6179,2017,5,2017-05-20,"Before","Harris County",33,"White","Male","B",1,3,1500,123,FALSE,"n/a","Guilty Plea"
"6180",6180,2022,3,2022-03-09,"After","Harris County",36,"Black","Male","B",1,6,0,1,TRUE,"Released","Acquitted"
"6181",6181,2019,9,2019-09-11,"Before","Other Place",27,"White","Male","Violent",1,6,9000,8,FALSE,"n/a","Guilty Plea"
"6182",6182,2018,11,2018-11-13,"Before","Harris County",33,"Black","Male","B",0,1,500,15,FALSE,"n/a","Guilty Plea"
"6183",6183,2021,9,2021-09-10,"After","Harris County",35,"White","Male","B",1,8,0,1,FALSE,"n/a","Dismissed"
"6184",6184,2019,9,2019-09-15,"Before","Harris County",25,"White","Male","A",0,1,1000,65,FALSE,"n/a","Guilty Plea"
"6185",6185,2021,2,2021-02-16,"After","Other Place",40,"White","Male","A",0,1,1000,69,FALSE,"n/a","Dismissed"
"6186",6186,2021,2,2021-02-15,"After","Harris County",46,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6187",6187,2019,10,2019-10-20,"Before","Other Place",33,"Other","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"6188",6188,2022,6,2022-06-02,"After","Harris County",38,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6189",6189,2020,1,2020-01-31,"After","Other Place",30,"Black","Female","B",0,1,500,71,FALSE,"n/a","Dismissed"
"6190",6190,2018,11,2018-11-23,"Before","Harris County",34,"Latinx","Male","B",1,2,1000,61,TRUE,"Detained","Convicted"
"6191",6191,2021,1,2021-01-30,"After","Harris County",55,"Black","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6192",6192,2020,6,2020-06-05,"After","Other Place",42,"Black","Male","B",1,2,1000,171,FALSE,"n/a","Guilty Plea"
"6193",6193,2021,2,2021-02-21,"After","Harris County",24,"Black","Male","B",1,2,0,1,FALSE,"n/a","Dismissed"
"6194",6194,2019,6,2019-06-06,"Before","Other Place",37,"Black","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6195",6195,2020,9,2020-09-10,"After","Other Place",23,"Latinx","Male","Violent",1,16,10000,94,FALSE,"n/a","Dismissed"
"6196",6196,2021,3,2021-03-24,"After","Other Place",35,"White","Male","Violent",1,3,4500,1,FALSE,"n/a","Guilty Plea"
"6197",6197,2019,7,2019-07-18,"Before","Other Place",33,"White","Male","B",1,15,5000,46,FALSE,"n/a","Guilty Plea"
"6198",6198,2019,12,2019-12-24,"Before","Other Place",29,"Other","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"6199",6199,2018,10,2018-10-08,"Before","Other Place",38,"White","Male","B",1,13,5000,149,FALSE,"n/a","Guilty Plea"
"6200",6200,2019,1,2019-01-01,"Before","Other Place",44,"Black","Male","Violent",1,9,10000,26,FALSE,"n/a","Guilty Plea"
"6201",6201,2020,6,2020-06-24,"After","Other Place",28,"Black","Male","Violent",1,6,9000,9,FALSE,"n/a","Guilty Plea"
"6202",6202,2022,4,2022-04-02,"After","Harris County",25,"Black","Male","Violent",1,13,0,1,FALSE,"n/a","Guilty Plea"
"6203",6203,2021,12,2021-12-19,"After","Other Place",26,"Black","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6204",6204,2018,12,2018-12-29,"Before","Harris County",19,"White","Male","Violent",1,13,10000,25,TRUE,"Released","Acquitted"
"6205",6205,2022,11,2022-11-06,"After","Other Place",21,"Black","Male","B",1,10,5000,17,FALSE,"n/a","Guilty Plea"
"6206",6206,2020,12,2020-12-14,"After","Harris County",25,"Latinx","Female","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6207",6207,2019,2,2019-02-20,"Before","Harris County",41,"Black","Female","B",1,7,3500,36,TRUE,"Detained","Acquitted"
"6208",6208,2022,11,2022-11-29,"After","Other Place",26,"White","Male","Violent",0,1,1500,169,TRUE,"Detained","Acquitted"
"6209",6209,2021,8,2021-08-27,"After","Harris County",28,"White","Female","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6210",6210,2017,10,2017-10-02,"Before","Harris County",24,"Other","Male","Violent",1,2,3000,20,FALSE,"n/a","Guilty Plea"
"6211",6211,2019,5,2019-05-06,"Before","Harris County",46,"Latinx","Male","A",1,10,5000,64,FALSE,"n/a","Guilty Plea"
"6212",6212,2019,1,2019-01-28,"Before","Other Place",34,"White","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6213",6213,2017,2,2017-02-07,"Before","Harris County",25,"Black","Male","Violent",1,3,4500,4,FALSE,"n/a","Guilty Plea"
"6214",6214,2019,3,2019-03-01,"Before","Harris County",30,"Latinx","Male","B",0,1,500,85,FALSE,"n/a","Guilty Plea"
"6215",6215,2021,11,2021-11-05,"After","Other Place",22,"Latinx","Male","B",1,8,4000,57,FALSE,"n/a","Dismissed"
"6216",6216,2019,12,2019-12-09,"Before","Other Place",30,"White","Male","B",1,5,2500,27,FALSE,"n/a","Guilty Plea"
"6217",6217,2022,12,2022-12-19,"After","Harris County",41,"Latinx","Male","A",1,13,0,1,FALSE,"n/a","Dismissed"
"6218",6218,2021,11,2021-11-12,"After","Harris County",39,"Latinx","Male","Violent",1,11,0,1,FALSE,"n/a","Guilty Plea"
"6219",6219,2017,11,2017-11-30,"Before","Other Place",33,"Black","Male","B",0,1,500,26,FALSE,"n/a","Dismissed"
"6220",6220,2017,11,2017-11-30,"Before","Harris County",36,"Latinx","Male","Violent",1,4,6000,23,FALSE,"n/a","Guilty Plea"
"6221",6221,2019,11,2019-11-21,"Before","Harris County",31,"White","Male","B",0,1,500,41,FALSE,"n/a","Guilty Plea"
"6222",6222,2018,10,2018-10-28,"Before","Harris County",39,"Black","Male","Violent",1,7,10000,64,FALSE,"n/a","Guilty Plea"
"6223",6223,2022,5,2022-05-24,"After","Harris County",33,"Black","Female","B",1,2,0,1,FALSE,"n/a","Dismissed"
"6224",6224,2022,6,2022-06-13,"After","Harris County",30,"Black","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"6225",6225,2017,2,2017-02-25,"Before","Harris County",44,"White","Male","Violent",1,6,9000,26,FALSE,"n/a","Dismissed"
"6226",6226,2022,12,2022-12-21,"After","Other Place",25,"Black","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"6227",6227,2019,1,2019-01-22,"Before","Harris County",24,"White","Male","B",1,4,2000,30,FALSE,"n/a","Guilty Plea"
"6228",6228,2022,2,2022-02-14,"After","Harris County",46,"White","Male","Violent",1,2,0,1,FALSE,"n/a","Guilty Plea"
"6229",6229,2019,8,2019-08-14,"Before","Harris County",35,"Latinx","Male","B",0,1,500,17,FALSE,"n/a","Guilty Plea"
"6230",6230,2020,10,2020-10-06,"After","Other Place",34,"Latinx","Male","Violent",1,10,10000,32,FALSE,"n/a","Guilty Plea"
"6231",6231,2018,6,2018-06-16,"Before","Harris County",40,"Other","Male","A",1,11,5000,63,FALSE,"n/a","Guilty Plea"
"6232",6232,2018,8,2018-08-06,"Before","Other Place",25,"Black","Male","Violent",1,2,3000,10,FALSE,"n/a","Guilty Plea"
"6233",6233,2021,3,2021-03-15,"After","Other Place",46,"White","Male","A",0,1,1000,137,FALSE,"n/a","Guilty Plea"
"6234",6234,2020,1,2020-01-04,"After","Other Place",38,"White","Female","A",1,3,3000,1,FALSE,"n/a","Guilty Plea"
"6235",6235,2020,7,2020-07-31,"After","Harris County",26,"White","Male","B",1,10,0,1,FALSE,"n/a","Dismissed"
"6236",6236,2018,4,2018-04-10,"Before","Harris County",47,"White","Male","Violent",0,1,1500,2,FALSE,"n/a","Guilty Plea"
"6237",6237,2021,4,2021-04-14,"After","Other Place",45,"Black","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"6238",6238,2019,7,2019-07-29,"Before","Harris County",22,"White","Female","A",1,8,5000,53,FALSE,"n/a","Guilty Plea"
"6239",6239,2020,4,2020-04-09,"After","Harris County",27,"Black","Male","B",1,7,0,1,FALSE,"n/a","Guilty Plea"
"6240",6240,2019,10,2019-10-10,"Before","Harris County",31,"Black","Male","Violent",0,1,1500,2,FALSE,"n/a","Dismissed"
"6241",6241,2018,3,2018-03-19,"Before","Harris County",18,"Black","Male","A",1,7,5000,31,FALSE,"n/a","Dismissed"
"6242",6242,2022,7,2022-07-23,"After","Other Place",53,"Black","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"6243",6243,2017,9,2017-09-10,"Before","Other Place",29,"Latinx","Male","B",1,12,5000,9,FALSE,"n/a","Guilty Plea"
"6244",6244,2017,6,2017-06-20,"Before","Other Place",43,"White","Male","Violent",1,4,6000,3,FALSE,"n/a","Guilty Plea"
"6245",6245,2020,5,2020-05-01,"After","Other Place",25,"Black","Male","Violent",1,14,10000,4,FALSE,"n/a","Guilty Plea"
"6246",6246,2022,2,2022-02-01,"After","Other Place",35,"White","Male","A",1,10,5000,76,FALSE,"n/a","Guilty Plea"
"6247",6247,2019,5,2019-05-17,"Before","Other Place",40,"White","Male","B",0,1,500,70,FALSE,"n/a","Dismissed"
"6248",6248,2019,5,2019-05-20,"Before","Other Place",30,"White","Male","Violent",0,1,1500,40,FALSE,"n/a","Guilty Plea"
"6249",6249,2020,6,2020-06-02,"After","Harris County",36,"Black","Male","B",1,9,0,1,FALSE,"n/a","Dismissed"
"6250",6250,2017,1,2017-01-16,"Before","Other Place",46,"White","Male","B",1,12,5000,1,FALSE,"n/a","Dismissed"
"6251",6251,2020,3,2020-03-11,"After","Other Place",28,"Other","Male","Violent",0,1,1500,2,FALSE,"n/a","Guilty Plea"
"6252",6252,2018,9,2018-09-15,"Before","Harris County",33,"White","Male","A",1,8,5000,13,FALSE,"n/a","Dismissed"
"6253",6253,2017,12,2017-12-22,"Before","Other Place",27,"White","Female","B",1,14,5000,2,FALSE,"n/a","Dismissed"
"6254",6254,2019,7,2019-07-16,"Before","Other Place",39,"Black","Male","B",0,1,500,46,FALSE,"n/a","Dismissed"
"6255",6255,2017,11,2017-11-17,"Before","Harris County",44,"White","Male","A",1,4,4000,4,FALSE,"n/a","Guilty Plea"
"6256",6256,2021,12,2021-12-25,"After","Other Place",34,"Latinx","Male","B",1,4,2000,5,FALSE,"n/a","Guilty Plea"
"6257",6257,2022,5,2022-05-04,"After","Harris County",22,"White","Male","B",1,10,0,1,FALSE,"n/a","Dismissed"
"6258",6258,2022,9,2022-09-17,"After","Harris County",40,"White","Male","Violent",1,14,0,1,TRUE,"Released","Acquitted"
"6259",6259,2017,1,2017-01-14,"Before","Harris County",43,"Latinx","Male","Violent",1,4,6000,120,FALSE,"n/a","Dismissed"
"6260",6260,2019,8,2019-08-15,"Before","Harris County",32,"White","Male","A",1,5,5000,48,FALSE,"n/a","Guilty Plea"
"6261",6261,2022,3,2022-03-16,"After","Harris County",24,"White","Male","Violent",1,7,0,1,FALSE,"n/a","Guilty Plea"
"6262",6262,2021,6,2021-06-04,"After","Harris County",37,"White","Male","A",0,1,0,1,TRUE,"Released","Acquitted"
"6263",6263,2017,5,2017-05-04,"Before","Other Place",22,"White","Female","A",1,15,5000,3,FALSE,"n/a","Guilty Plea"
"6264",6264,2020,8,2020-08-20,"After","Other Place",32,"Black","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"6265",6265,2022,2,2022-02-10,"After","Other Place",34,"White","Male","B",0,1,500,280,FALSE,"n/a","Guilty Plea"
"6266",6266,2021,2,2021-02-27,"After","Other Place",34,"White","Male","B",1,6,3000,1,FALSE,"n/a","Dismissed"
"6267",6267,2021,8,2021-08-05,"After","Harris County",36,"Black","Male","A",0,1,0,1,TRUE,"Released","Acquitted"
"6268",6268,2018,4,2018-04-23,"Before","Other Place",49,"White","Female","B",1,2,1000,6,FALSE,"n/a","Dismissed"
"6269",6269,2019,3,2019-03-31,"Before","Other Place",34,"Latinx","Female","A",1,2,2000,132,FALSE,"n/a","Guilty Plea"
"6270",6270,2018,1,2018-01-11,"Before","Other Place",43,"White","Male","A",1,4,4000,17,FALSE,"n/a","Dismissed"
"6271",6271,2021,10,2021-10-01,"After","Harris County",33,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6272",6272,2020,7,2020-07-02,"After","Harris County",22,"Black","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6273",6273,2022,11,2022-11-19,"After","Harris County",47,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"6274",6274,2019,6,2019-06-02,"Before","Harris County",37,"Black","Male","B",1,6,3000,2,FALSE,"n/a","Dismissed"
"6275",6275,2020,7,2020-07-04,"After","Other Place",28,"White","Male","Violent",1,10,10000,217,TRUE,"Detained","Acquitted"
"6276",6276,2020,12,2020-12-31,"After","Other Place",27,"Black","Male","Violent",1,9,10000,144,FALSE,"n/a","Dismissed"
"6277",6277,2019,3,2019-03-23,"Before","Other Place",26,"White","Male","B",1,4,2000,40,FALSE,"n/a","Guilty Plea"
"6278",6278,2019,4,2019-04-21,"Before","Harris County",23,"White","Male","B",1,13,5000,46,FALSE,"n/a","Dismissed"
"6279",6279,2019,4,2019-04-22,"Before","Harris County",20,"White","Male","Violent",1,4,6000,1,FALSE,"n/a","Dismissed"
"6280",6280,2020,7,2020-07-21,"After","Other Place",26,"Black","Male","Violent",1,4,6000,8,FALSE,"n/a","Guilty Plea"
"6281",6281,2019,8,2019-08-31,"Before","Other Place",39,"Black","Male","Violent",1,3,4500,10,FALSE,"n/a","Guilty Plea"
"6282",6282,2018,1,2018-01-28,"Before","Other Place",22,"Black","Male","B",1,4,2000,45,FALSE,"n/a","Guilty Plea"
"6283",6283,2019,5,2019-05-12,"Before","Harris County",37,"Black","Male","B",1,6,3000,51,FALSE,"n/a","Guilty Plea"
"6284",6284,2022,8,2022-08-23,"After","Harris County",30,"Black","Female","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"6285",6285,2022,4,2022-04-20,"After","Other Place",32,"Black","Male","A",0,1,1000,11,FALSE,"n/a","Guilty Plea"
"6286",6286,2017,9,2017-09-08,"Before","Other Place",24,"White","Male","B",1,2,1000,157,FALSE,"n/a","Guilty Plea"
"6287",6287,2019,12,2019-12-05,"Before","Harris County",20,"Black","Male","B",1,5,2500,18,FALSE,"n/a","Dismissed"
"6288",6288,2019,6,2019-06-02,"Before","Other Place",47,"Black","Male","B",1,6,3000,14,TRUE,"Released","Acquitted"
"6289",6289,2021,5,2021-05-19,"After","Harris County",30,"Black","Male","B",1,14,0,1,FALSE,"n/a","Guilty Plea"
"6290",6290,2017,4,2017-04-30,"Before","Harris County",26,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"6291",6291,2020,11,2020-11-19,"After","Other Place",23,"White","Male","B",1,16,5000,56,FALSE,"n/a","Dismissed"
"6292",6292,2020,4,2020-04-06,"After","Harris County",41,"Black","Female","B",1,10,0,1,FALSE,"n/a","Guilty Plea"
"6293",6293,2018,7,2018-07-23,"Before","Harris County",26,"Black","Male","A",1,15,5000,103,FALSE,"n/a","Guilty Plea"
"6294",6294,2018,6,2018-06-10,"Before","Harris County",19,"White","Male","A",0,1,1000,24,FALSE,"n/a","Guilty Plea"
"6295",6295,2019,7,2019-07-11,"Before","Harris County",32,"White","Male","B",1,9,4500,27,FALSE,"n/a","Guilty Plea"
"6296",6296,2020,2,2020-02-01,"After","Other Place",41,"Black","Male","Violent",1,2,3000,22,FALSE,"n/a","Guilty Plea"
